   407.9960       1288.680      -1.000000    
          20  3.0590232E-07  7.4844900E-07  1.8312231E-06  4.4804406E-06
  1.0962251E-05  2.6821261E-05  6.5623382E-05  1.6056011E-04  3.9284109E-04
  9.6116099E-04  2.3516656E-03  5.7537984E-03  1.4077777E-02  3.4443963E-02
  8.4273793E-02  0.2061919      0.5044882       1.234328       3.020018    
   7.389056    
          20   40.00000       53.68421       67.36842       81.05263    
   94.73685       108.4211       122.1053       135.7895       149.4737    
   163.1579       176.8421       190.5263       204.2105       217.8947    
   231.5789       245.2632       258.9474       272.6316       286.3158    
   300.0000    
 Current Wave:    407.9960    
 Pressure, temperature:   3.0590232E-07   40.00000    
  9.5602242E-24  9.5857865E-24  9.6287731E-24  9.6822224E-24  9.7469847E-24
  9.8216693E-24  9.9046788E-24  9.9950617E-24  1.0091075E-23  1.0193168E-23
  1.0289129E-23  1.0374762E-23  1.0455022E-23  1.0531422E-23  1.0606276E-23
  1.0680263E-23  1.0754031E-23  1.0828358E-23  1.0903999E-23  1.0981551E-23
  1.1060881E-23  1.1141919E-23  1.1225494E-23  1.1311025E-23  1.1398929E-23
  1.1489806E-23  1.1583953E-23  1.1681740E-23  1.1783192E-23  1.1889161E-23
  1.2000136E-23  1.2116773E-23  1.2239701E-23  1.2369882E-23  1.2508801E-23
  1.2659379E-23  1.2828920E-23  1.3048848E-23  1.3291830E-23  1.3561341E-23
  1.3862993E-23  1.4206132E-23  1.4604455E-23  1.5126140E-23  1.5893048E-23
  1.7226611E-23  1.8582419E-23  1.8625028E-23  1.8668521E-23  1.8712118E-23
  1.8756187E-23  1.8801113E-23  1.8888284E-23  1.9006919E-23  1.9085764E-23
  1.9139960E-23  1.9203549E-23  1.9279690E-23  1.9379141E-23  1.9500768E-23
  1.9649203E-23  1.9831870E-23  2.0051558E-23  2.0320180E-23  2.0527123E-23
  2.0691542E-23  2.0918352E-23  2.1195558E-23  2.1267933E-23  2.1284067E-23
  2.1300421E-23  2.1317000E-23  2.1333800E-23  2.1350819E-23  2.1368060E-23
  2.1385521E-23  2.1403417E-23  2.1421680E-23  2.1440167E-23  2.1458878E-23
  2.1477809E-23  2.1496963E-23  2.1516339E-23  2.1538123E-23  2.1566978E-23
  2.1596156E-23  2.1625651E-23  2.1655464E-23  2.1688774E-23  2.1725592E-23
  2.1762795E-23  2.1800376E-23  2.1841619E-23  2.1884489E-23  2.1927782E-23
  2.1973372E-23  2.2021696E-23  2.2070477E-23  2.2121619E-23  2.2174954E-23
  2.2228775E-23  2.2285560E-23  2.2343272E-23  2.2402780E-23  2.2465115E-23
  2.2528093E-23  2.2593973E-23  2.2660410E-23  2.2728937E-23  2.2798322E-23
  2.2869854E-23  2.2942581E-23  2.3016992E-23  2.3092491E-23  2.3169406E-23
  2.3247232E-23  2.3327352E-23  2.3408520E-23  2.3491227E-23  2.3574804E-23
  2.3660564E-23  2.3747460E-23  2.3836005E-23  2.3925561E-23  2.4015998E-23
  2.4108918E-23  2.4202821E-23  2.4297799E-23  2.4394477E-23  2.4492550E-23
  2.4592281E-23  2.4693222E-23  2.4795651E-23  2.4899470E-23  2.5004429E-23
  2.5110869E-23  2.5219495E-23  2.5329240E-23  2.5439668E-23  2.5552098E-23
  2.5665946E-23  2.5781273E-23  2.5898375E-23  2.6016462E-23  2.6135568E-23
  2.6257115E-23  2.6379648E-23  2.6503521E-23  2.6629297E-23  2.6756082E-23
  2.6884500E-23  2.7014393E-23  2.7145332E-23  2.7278687E-23  2.7413213E-23
  2.7549121E-23  2.7686941E-23  2.7824879E-23  2.7963194E-23  2.8103242E-23
  2.8245846E-23  2.8389605E-23  2.8535447E-23  2.8682976E-23  2.8832080E-23
  2.8982860E-23  2.9136764E-23  2.9292198E-23  2.9449219E-23  2.9608253E-23
  2.9769320E-23  2.9932090E-23  3.0097805E-23  3.0265128E-23  3.0433812E-23
  3.0604742E-23  3.0778150E-23  3.0953110E-23  3.1128909E-23  3.1307712E-23
  3.1489507E-23  3.1673198E-23  3.1857747E-23  3.2045625E-23  3.2234668E-23
  3.2429510E-23  3.2624075E-23  3.2816049E-23  3.3013643E-23  3.3213906E-23
  3.3416451E-23  3.3620990E-23  3.3827255E-23  3.4034299E-23  3.4245294E-23
  3.4458700E-23  3.4674009E-23  3.4890832E-23  3.5111019E-23  3.5332250E-23
  3.5555646E-23  3.5783393E-23  3.6012586E-23  3.6240687E-23  3.6472514E-23
  3.6707708E-23  3.6946862E-23  3.7189752E-23  0.0000000E+00  0.0000000E+00
  0.0000000E+00  9.5542368E-24  9.5542368E-24  9.5542368E-24  9.5542368E-24
  9.5542368E-24  9.5542368E-24  9.5542368E-24  9.5542368E-24  9.5542368E-24
